Account (cleansed),Name (Cleansed),FIN.POSTING DATE,MCH.MERCHANT NAME,MCH.MCC DESCRIPTION,FIN.TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,FIN.ACCOUNTING CODE 03 DESCRIPTION,FIN.ACCOUNTING CODE 05 VALUE,MCH.ADDRESS,MCH.CITY NAME,MCH.COUNTRY CODE,MCH.STATE / PROVINCE,MCH.MERCHANT POSTAL CODE,ACC.REPORTS TO INTERMEDIATE LEVEL 1 NAME LINE 1,ACC.REPORTS TO INTERMEDIATE LEVEL 2 NAME LINE 1,ACC.ACCOUNT STATUS DESCRIPTION,FIN.TRANSACTION DATE,Employee ID (cleansed)
1135,Name516,03/10/2021,AMZN MKTP US*H652Q27J3,BOOK STORES,33.95,.00,10-170-25500,64000,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp806
1135,Name516,03/10/2021,AMZN MKTP US*8K99S3XE3,BOOK STORES,19.51,.00,10-170-25000,61500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp806
1135,Name516,03/10/2021,REPUBLIC SERVICES TRAS,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",402.48,.00,10-142-59999,64006,18500 N. ALLIED WAY,8665765548,USA,AZ,85054,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp806
1135,Name516,03/10/2021,RI CITY HALL 5,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",47.00,.00,10-142-56999,60000,1528 3RD AVE,309-732-2000,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp806
1135,Name516,03/10/2021,EHRLICH,EXTERMINATING AND DISINFECTING SERVICES,89.00,.00,10-141-50700,64001,1125 BERKSHIRE BLVD STE 1,READING,USA,PA,19610,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp806
1135,Name516,03/10/2021,RI CITY HALL 5,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",47.00,.00,10-142-56999,60000,1528 3RD AVE,309-732-2000,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp806
1135,Name516,03/10/2021,RI CITY HALL 5,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",83.00,.00,10-142-56999,60000,1528 3RD AVE,309-732-2000,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp806
1135,Name516,03/10/2021,EHRLICH,EXTERMINATING AND DISINFECTING SERVICES,194.00,.00,10-141-56800,64001,1125 BERKSHIRE BLVD STE 1,READING,USA,PA,19610,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp806
1135,Name516,03/10/2021,EHRLICH,EXTERMINATING AND DISINFECTING SERVICES,26.00,.00,10-142-56999,64001,1125 BERKSHIRE BLVD STE 1,READING,USA,PA,19610,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp806
1157,Name469,03/10/2021,GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,61.28,.00,10-170-25400,64000,100 GRAINGER PKWY,877-2022594,USA,IL,60045-5202,FACILITIES SERVICES,AUGUSTANA COLLEGE,LOST/STOLEN,03/09/2021,Emp823
1200,Name421,03/10/2021,AMZN MKTP US*4699T0XY3,BOOK STORES,34.32,.00,10-120-10300,65500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/09/2021,Emp1009
1212,Name208,03/10/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",3.98,.00,10-141-50000,60058,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp988
1251,Name525,03/10/2021,AMZN MKTP US*6T0DC8MK3,BOOK STORES,34.75,.00,10-141-50000,60059,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp992
1299,Name218,03/10/2021,NATIONAL WRESTLING COA,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",500.00,.00,10-122-43052,60513,330 HOSTETTER ROAD,MANHEIM,USA,PA,17545,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,03/08/2021,Emp973
1074,Name504,03/10/2021,JETS PIZZA - IL-013,"EATING PLACES, RESTAURANTS",178.02,.00,10-122-43034,62105,936 E ROOSEVELT RD,WHEATON,USA,IL,60187,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/09/2021,Emp826
1320,Name363,03/10/2021,FULL SOURCE LLC,NONDURABLE GOODS (NOT ELSEWHERE CLASSIFIED),178.12,13.25,11-135-22500,65500,7700 EASTPORT PARKWAY,8009750986,USA,FL,32256,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/09/2021,Emp964
1064,Name310,03/10/2021,AMZN MKTP US*636IF7JE3,BOOK STORES,26.41,2.07,10-120-10300,61500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,THEATER,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp832
1074,Name504,03/10/2021,VILLAGE-INN-REST #0163,"EATING PLACES, RESTAURANTS",221.17,.00,10-122-43034,62105,2001 1ST STREET A,MOLINE,USA,IL,61265,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/09/2021,Emp826
1287,Name331,03/10/2021,PALEO TOOLS,MISCELLANEOUS AND SPECIALTY RETAIL STORES,158.50,.00,10-101-02706,61513,1006 W HIGHWAY 13 STE 4,4357340148,USA,UT,84302,SWENSON GEO SCIENCE,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp944
1343,Name356,03/10/2021,STICKERGIANT.COM,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,117.66,9.23,50-173-27799,90011,880 WEAVER PARK RD,866-774-7900,USA,CO,80501,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/08/2021,Emp979
1031,Name471,03/10/2021,BEST BUY      00000224,ELECTRONIC SALES,133.72,8.75,11-101-02507,61507,5153 ELMORE AVENUE,DAVENPORT,USA,IA,52807,GEOGRAPHY,SWENSON GEO SCIENCE,ACTIVE,03/09/2021,Emp745
1348,Name303,03/10/2021,SOWING SEED URBAN GARD,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",35.00,.00,10-143-51900,68600,935 3RD AVENUE,ROCK ISLAND,USA,IL,61201,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp986
1020,Name282,03/10/2021,HEROKU FEB-46529957,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",45.00,.00,12-133-22700,60000,321 11TH ST.,8662781349,USA,CA,94103,ENTREPRENAURIAL,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp736
1036,Name246,03/10/2021,HOBBY-LOBBY #535,"GAME, TOY, AND HOBBY SHOPS",719.92,.00,10-141-50000,65500,4120 10TH STREET DR,MOLINE,USA,IL,61265,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,03/08/2021,Emp946
1331,Name512,03/10/2021,IN *PHIRED UP,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,331.50,.00,11-135-22400,60033,695 PRO-MED LN STE 205,317-6090484,USA,IN,46032-5331,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp980
1037,Name511,03/10/2021,IN *PANTHER UNIFORMS,MISCELLANEOUS AND SPECIALTY RETAIL STORES,160.97,.00,10-170-25800,61501,1609 SECOND AVE,309-7934164,USA,IL,61201,PUBLIC SAFETY,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp706
1186,Name373,03/10/2021,JAM PAPER & ENVELOPE,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",90.88,7.12,10-161-32405,62000,185 LEGRAND AVENUE,NORTHVALE,USA,NJ,07647,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,03/08/2021,Emp842
1331,Name512,03/10/2021,IN *PHIRED UP,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,654.50,.00,11-135-22400,60033,695 PRO-MED LN STE 205,317-6090484,USA,IN,46032-5331,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp980
1351,Name322,03/10/2021,IN *STUARD & ASSOCIATE,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,155.00,.00,10-170-25300,64008,2500 LINCOLN HILL RD,765-3521975,USA,IN,46151-5001,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp705
1351,Name322,03/10/2021,IN *STUARD & ASSOCIATE,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,155.00,.00,10-142-59999,64008,2500 LINCOLN HILL RD,765-3521975,USA,IN,46151-5001,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp705
1010,Name452,03/10/2021,LEMONGRASS CAFE,"EATING PLACES, RESTAURANTS",80.40,.00,10-130-23210,62105,4493 AMBER COURT,BETTENDORF,USA,IA,52722,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,03/08/2021,Emp983
1078,Name509,03/10/2021,PRICELN*BEST WESTERN P,TRAVEL AGENCIES AND TOUR OPERATORS,306.60,.00,10-131-20700,62004,800 CONNECTICUT AVE,800-774-2354,USA,CT,06854,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp729
1078,Name509,03/10/2021,GUADALAJARA FAMILY RES,"EATING PLACES, RESTAURANTS",20.23,.00,10-131-20700,62004,1001 S ABILENE ST,AURORA,USA,CO,80012,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,03/08/2021,Emp729
1078,Name509,03/10/2021,FIVE GUYS CO 0420 QSR,FAST FOOD RESTAURANTS,12.24,.00,10-131-20700,62004,9352 SOUTH COLORADO BLVD,HIGHLANDS RAN,USA,CO,80126,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp729
1218,Name345,03/10/2021,BEST BUY      00000224,ELECTRONIC SALES,140.15,9.17,10-134-20600,61511,5153 ELMORE AVENUE,DAVENPORT,USA,IA,52807,MUSIC,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp760
1078,Name509,03/10/2021,TOKYO JOES MISSISSIPPI,"EATING PLACES, RESTAURANTS",12.91,.00,10-131-20700,62004,13950 E MISSISSIPPI AVE U,AURORA,USA,CO,80012,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp729
1165,Name359,03/10/2021,AMZN MKTP US*ZE0M80QP3,BOOK STORES,22.77,1.78,10-101-01900,61507,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,EDUCATION,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp896
1218,Name345,03/10/2021,1517 MEDIA/800-328-464,MISCELLANEOUS AND SPECIALTY RETAIL STORES,15.00,.00,10-134-20600,60000,510 MARQUETTE,MINNEAPOLIS,USA,MN,55402,MUSIC,AUGUSTANA COLLEGE,ACTIVE,03/08/2021,Emp760
1242,Name344,03/10/2021,JOHNNYS ITALIAN STEAKH,"EATING PLACES, RESTAURANTS",41.65,.00,10-164-30200,62046,1300 RIVER DR,MOLINE,USA,IL,61265-1356,MUSIC,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/09/2021,Emp781
1249,Name219,03/10/2021,EXOTIC THAI - MOLINE,"EATING PLACES, RESTAURANTS",46.81,.00,10-130-23210,62105,4493 AMBER CT,BETTENDORF,USA,IA,52722,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,03/08/2021,Emp958
1254,Name368,03/10/2021,SUPER DUPER PUBLICATIO,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,118.00,.00,11-120-12200,61508,5201 PELHAM RD,GREENVILLE,USA,SC,29615,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp804
1261,Name361,03/10/2021,MENARDS MOLINE IL,HOME SUPPLY WAREHOUSE STORES,41.96,.00,10-122-43032,65500,6400 44TH AVE,MOLINE,USA,IL,61265,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,03/08/2021,Emp962
1279,Name379,03/10/2021,AMAZON.COM*J56ZW9AH3,BOOK STORES,17.57,1.38,11-135-22400,65500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,OFC OF STUDENT LIFE,AUGUSTANA COLLEGE,LOST/STOLEN,03/09/2021,Emp740
1291,Name465,03/10/2021,HOBBY-LOBBY #0168,"GAME, TOY, AND HOBBY SHOPS",22.44,.00,10-101-00200,61508,5611 ELMORE AVE,DAVENPORT,USA,IA,52807,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,03/08/2021,Emp748
1097,Name265,03/10/2021,B & B DRAIN TECH,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",267.75,.00,10-142-56999,64002,630 W 2ND AVE,MILAN,USA,IL,61264,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp704
1097,Name265,03/10/2021,IN *ASSOCIATED CONTROL,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",589.48,.00,10-141-56800,64000,915 MONTGOMERY AVENUE,610-6645160,USA,PA,19072-1548,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp704
1321,Name439,08/17/2021,UNIQUE VAC/REP OF SAND,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",-400.00,.00,10-102-06120,62006,4950 SW 72ND AVE,3052841300,USA,FL,33155,ACADEMIC AFFAIRS,AUGUSTANA COLLEGE,ACTIVE,08/16/2021,Emp866
1321,Name439,08/17/2021,UNIQUE VAC/REP OF SAND,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",-400.00,.00,10-102-06120,62006,4950 SW 72ND AVE,3052841300,USA,FL,33155,ACADEMIC AFFAIRS,AUGUSTANA COLLEGE,ACTIVE,08/16/2021,Emp866
1052,Name281,03/11/2021,BETTENDORF OFFICE PROD,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",91.64,.00,10-130-21700,61507,3280 MIDDLE RD,BETTENDORF,USA,IA,52722,PEPSICO,AUGUSTANA COLLEGE,LOST/STOLEN,03/10/2021,Emp702
1008,Name256,03/11/2021,,,0.07,.00,10-121-17300,60199,,,,,,SWENSON SWEDISH IMMIGRATION,AUGUSTANA COLLEGE,ACTIVE,03/07/2021,Emp825
1254,Name368,03/11/2021,AMZN MKTP US*590E506M3,BOOK STORES,9.42,.00,11-120-12200,61508,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp804
1254,Name368,03/11/2021,AMZN MKTP US*590E506M3,BOOK STORES,29.98,.00,11-120-12209,65500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp804
1311,Name424,03/11/2021,PARTY CITY BOPIS,MISCELLANEOUS AND SPECIALTY RETAIL STORES,16.22,.00,10-143-51900,61504,25 GREEN POND RD,800-727-8924,USA,NJ,07866,DINING SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/11/2021,Emp875
1318,Name394,03/11/2021,QC CUSTOM TEES & MORE,COMPUTER SOFTWARE STORES,50.00,.00,11-130-22100,62037,9081ST AVENUE,SILVIS,USA,IL,61282,DEAN OF STUDENTS,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp892
1254,Name368,03/11/2021,PHONAK HEARING SYS,"HEARING AIDS-SALES, SERVICE, SUPPLY STORES",28.00,.00,11-120-12211,65520,4520 WEAVER PKWY,8007777333,USA,IL,60555,COMMUNICATION SCIENCE DISORDER,AUGUSTANA COLLEGE,ACTIVE,03/11/2021,Emp804
1278,Name346,03/11/2021,UBER PASS HELP.UBER.CO,LIMOUSINES AND TAXICABS,9.99,.00,10-122-47082,62105,1455 MARKET STREET,8005928996,USA,CA,94103,CLOSED CARDS,AUGUSTANA COLLEGE,LOST/STOLEN,03/11/2021,Emp902
1318,Name394,03/11/2021,WALGREENS #4332,"DRUG STORES, PHARMACIES",6.50,.51,11-130-22100,62037,2955 18TH AVE,ROCK ISLAND,USA,IL,61201,DEAN OF STUDENTS,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp892
1318,Name394,03/11/2021,HY-VEE ROCK ISLAND 154,"GROCERY STORES, SUPERMARKETS",24.37,1.91,11-130-22100,62037,2930 18TH AVE,ROCK ISLAND,USA,IL,61201,DEAN OF STUDENTS,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp892
1102,Name250,03/11/2021,SQ *SQUARE WEEBLY,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",16.00,.00,15-152-18314,61500,1455 MARKET ST 600,GOSQ.COM,USA,CA,94103,WVIK,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/10/2021,Emp714
1097,Name265,03/11/2021,TRACHTENBARG CO,PLUMBING AND HEATING EQUIPMENT,4.38,.17,10-170-25400,64000,1101 STATE ST,5633554734,USA,IA,52722,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp704
1097,Name265,03/11/2021,STEAMGARD LLC,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",2289.00,.00,10-170-25600,64000,730 FOREST EDGE DR,847-913-8400,USA,IL,60061,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp704
1097,Name265,03/11/2021,PLANT EQUIPMENT COMPAN,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,338.58,.00,10-170-25400,64000,2515 5TH AVE,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp704
1102,Name250,03/11/2021,"IN *STREAMGUYS,  INC.",BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,94.52,.00,15-152-18311,64001,2212 JACOBY CREEK RD,707-6679479,USA,CA,95524,WVIK,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/10/2021,Emp714
1125,Name276,03/11/2021,FAMILY DOLLAR #10563,VARIETY STORES,47.00,.00,10-142-59000,60000,1817 38TH STREET,ROCK ISLAND,USA,IL,61201,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp784
1135,Name516,03/11/2021,AMZN MKTP US*3Z6JV9TL3,BOOK STORES,39.99,.00,10-170-25500,64000,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp806
1135,Name516,03/11/2021,AMZN MKTP US*T29MV1MZ3,BOOK STORES,44.00,.00,10-170-25000,61507,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp806
1135,Name516,03/11/2021,AMZN MKTP US*T29MV1MZ3,BOOK STORES,119.63,.00,10-163-32700,61500,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,FACILITIES SERVICES,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp806
1147,Name443,03/11/2021,LAUNDRY LOOPS INC,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",649.00,.00,10-122-41700,61522,201 S WALLACE AVE ST,406-5827550,USA,MT,59715-4864,ATHLETICS,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp868
1163,Name409,03/11/2021,AUGUSTANA DINING SERVI,FAST FOOD RESTAURANTS,8.12,.74,10-132-21000,62045,639 38TH ST,ROCK ISLAND,USA,IL,61201,READING WRITING,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp903
1155,Name428,03/11/2021,AMZN MKTP US*RD6YD8RL3,BOOK STORES,31.87,.00,10-121-17000,65503,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp820
1155,Name428,03/11/2021,AMERICAN LIBRARY ASSOC,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",47.00,.00,10-121-17000,65503,1650 BLUEGRASS LAKES PKWY,ALPHARETTA,USA,GA,30004,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp820
1163,Name409,03/11/2021,AMAZON.COM*W309O1SC3,BOOK STORES,102.00,.00,10-132-21000,60199,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,READING WRITING,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp903
1163,Name409,03/11/2021,AUGUSTANA DINING SERVI,FAST FOOD RESTAURANTS,4.17,.38,10-132-21000,62045,639 38TH ST,ROCK ISLAND,USA,IL,61201,READING WRITING,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp903
1163,Name409,03/11/2021,AUGUSTANA DINING SERVI,FAST FOOD RESTAURANTS,7.79,.71,10-132-21000,62045,639 38TH ST,ROCK ISLAND,USA,IL,61201,READING WRITING,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp903
1163,Name409,03/11/2021,AUGUSTANA DINING SERVI,FAST FOOD RESTAURANTS,4.94,.45,10-132-21000,62045,639 38TH ST,ROCK ISLAND,USA,IL,61201,READING WRITING,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp903
1163,Name409,03/11/2021,AUGUSTANA DINING SERVI,FAST FOOD RESTAURANTS,3.07,.28,10-132-21000,62045,639 38TH ST,ROCK ISLAND,USA,IL,61201,READING WRITING,AUGUSTANA COLLEGE,ACTIVE,03/09/2021,Emp903
1167,Name236,03/11/2021,HONORS GRADUATION,MEN'S/WOMEN'S/CHILDREN'S UNIFORMS/COMMERCIAL CLOTH,379.00,.00,10-141-50000,60125,50 CHURCH STREET,801-852-2339,USA,UT,84003-1637,BUSINESS OFFICE,AUGUSTANA COLLEGE,ACTIVE,03/11/2021,Emp800
1171,Name477,03/11/2021,MPA,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",25.00,.00,10-101-07152,62001,7700 EASTPORT PARKWAY,2604816404,USA,IN,46805,PSYCHOLOGY,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp916
1076,Name297,03/11/2021,ASSOCIATION OF AMERICA,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",225.00,12.74,10-130-23210,62045,1818 R STREET NW,2028847412,USA,DC,20009,SOCIOLOGY,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp954
1085,Name301,03/11/2021,JIMMY JOHNS - 642,FAST FOOD RESTAURANTS,8.93,.00,10-162-32300,60199,1323 W LOCUST ST,DAVENPORT,USA,IA,52804,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp974
1200,Name421,03/11/2021,FS *AUDINATE,COMPUTER SOFTWARE STORES,31.86,.00,10-101-05400,60199,801 GARDEN ST.,877-3278914,USA,CA,93101,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/10/2021,Emp1009
1200,Name421,03/11/2021,AMAZON.COM*3N6RE0J43,BOOK STORES,41.96,.00,10-101-05400,60199,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/11/2021,Emp1009
1209,Name522,03/11/2021,IN *AMIGOS LIBRARY SER,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,233.75,.00,09-221-82999,60500,4901 LYNDON B JOHNSON FWY,972-8518000,USA,TX,75244-6179,LIBRARY,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp797
1320,Name363,03/11/2021,WALGREENS #4332,"DRUG STORES, PHARMACIES",41.16,3.22,11-135-22500,60056,2955 18TH AVE,ROCK ISLAND,USA,IL,61201,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/10/2021,Emp964
1251,Name525,03/11/2021,AMZN MKTP US*CO3Z03FK3,BOOK STORES,20.99,.00,10-141-50000,60059,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,RES LIFE,AUGUSTANA COLLEGE,ACTIVE,03/11/2021,Emp992
1277,Name529,03/11/2021,AMAZON.COM*HK9KG6VG3,BOOK STORES,16.24,.00,10-145-52200,12002,440 TERRY AVE N,AMZN.COM/BILL,USA,WA,98109,BOOKSTORE,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp795
1343,Name356,03/11/2021,STICKERGIANT.COM,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,115.76,9.08,10-131-20700,63514,880 WEAVER PARK RD,866-774-7900,USA,CO,80501,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/09/2021,Emp979
1048,Name402,03/11/2021,CAROLINA BIOLOGIC SUPP,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,47.95,.00,10-101-00700,61508,2700 YORK ROAD,8003345551,USA,NC,27215,BIOLOGY,AUGUSTANA COLLEGE,ACTIVE,03/10/2021,Emp829
1068,Name207,03/11/2021,GOOGLE LLC* ADS2146341,ADVERTISING SERVICES,500.00,.00,10-162-32300,60199,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,USA,CA,94043,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/10/2021,Emp997
1287,Name331,03/11/2021,JOHANNES BUS SERVICE I,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,250.00,.00,10-101-02700,62009,7909 42ND ST W,ROCK ISLAND,USA,IL,61201,SWENSON GEO SCIENCE,AUGUSTANA COLLEGE,ACTIVE,03/08/2021,Emp944
1343,Name356,03/11/2021,THE WEBSTAURANT STORE,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",374.77,.00,10-131-20700,63514,2205 OLD PHILADELPHIA PIK,717-392-7472,USA,PA,17602,OFFICE OF COMMUNICATIONS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/10/2021,Emp979
1005,Name390,03/11/2021,NASPA TPE,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",175.00,.00,10-163-30400,60199,111 K ST NE 10TH FLR,2022657500,USA,DC,20002,CLOSED CARDS,AUGUSTANA COLLEGE,ACCOUNT CLOSED,03/11/2021,Emp840
1008,Name256,03/11/2021,GO.SKYPE.COM/BILL,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,7.13,.00,10-121-17300,62113,23-29 RIVES DE CLAUSEN..,LUXEMBOURG,LUX,LUX,2165,SWENSON SWEDISH IMMIGRATION,AUGUSTANA COLLEGE,ACTIVE,03/07/2021,Emp825
1031,Name471,03/11/2021,WWW COSTCO COM,WHOLESALE CLUBS,47.80,.00,11-101-02507,61507,999 LAKE DR,800-955-2292,USA,WA,98027,GEOGRAPHY,SWENSON GEO SCIENCE,ACTIVE,03/10/2021,Emp745
